username,full_name,twitter_url,tweet_text,tweet_time,number_of_likes,no_of_retweets,no_of_replies,mentions,no_of_mentions,hashtags,no_of_hashtags,call_to_action,image_url
jo1_igtrans,JO1 IG Translations,https://twitter.com/JO1_IGtrans/status/1302769419328737280,"""[200816] Nylon Japan Instagram (Ft. JO1)

JO1 will all ‘comeback’ on NYLON JAPAN after 5 months. Why? They, who appeared in front of us dashingly, looked bigger than before. JO1 who grew as artists, armed with their individualities, wearing NYLON-style hair and makeup, rose+… https",2020-09-06 17:43:00,5,3,1,,0,,0,,https://pbs.twimg.com/media/EhRd4caUcAAlUi6.jpg
nylonmag,NYLON,https://twitter.com/NylonMag/status/1301145319577714688,""".@lilireinhart opened up to NYLON about taking care of herself during quarantine.
https",2020-09-02 06:09:00,"2,207",293,49,lilireinhart,1,,0,,
username,full_name,twitter_url,tweet_text,tweet_time,number_of_likes,no_of_retweets,no_of_replies,mentions,no_of_mentions,hashtags,no_of_hashtags,call_to_action,image_url
driftnetartsweb,Driftnet Arts,https://twitter.com/driftnetartsweb/status/1302340469385506817,"""New on my website today, mixed media landscapes. Freestanding on a light wood base. Inspired by walks along the Suffolk coastline. Free shipping to UK. #landscape #beach #ocean #driftnetarts #framlingham #textile… https",2020-09-05 13:18:00,1,,0,,0,landscape | beach | ocean | driftnetarts | framlingham | textile,6,,
sofiamartinadg,Sofia Martina,https://twitter.com/sofiamartinadg/status/1277396939542274048,"""Do you love patterns? 🤓
Check out new work on my @Behance profile",2020-06-28 17:22:00,,,0,Behance,1,,0,,
policiahonduras,Policía Nacional de Honduras,https://twitter.com/PoliciaHonduras/status/1301258488329445377,"""#AHORA

Se reportan fuertes vientos y oleaje pasivo en la zona costera de #Tela, Atlántida, y se esperan lluvias en las próximas horas, tomar todas las medidas de precaución🌧️#TormentaTropicalNana 

(Video cortesía de la periodista Larissa Prieto🤳)… https",2020-09-02 13:39:00,10,,0,,0,AHORA | Tela | TormentaTropica,3,,
davidvidueiro,David Vidueiro Jiménez,https://twitter.com/DavidVidueiro/status/1302973904437342209,"""Las #rebajas apenas levantan las ventas del comercio #textil 👇

📉 33% en agosto (incluidas por Internet)
📉 41% entre enero y agosto respecto a 2019

🗣 ""A pesar de promociones muy agresivas, el consumo no ha mejorado"" @acotex 

Más del 15% de las tiendas siguen cerradas… https",2020-09-07 07:16:00,2,1,0,acotex,1,rebajas | textil,2,,https://pbs.twimg.com/media/EhUXtolX0AAt2Hf.jpg
yosoyahome,yosoyahome,https://twitter.com/yosoyahome/status/1280620531180605440,"""grita_publicidad 668 226 9755
Facebook",2020-07-07 14:51:00,,,0,,0,,0,,
davidingc2,HONG KONG LEADERS,https://twitter.com/davidingc2/status/1301777323566350336,"""Modal is a eco-friend materiasl, it is eco friendly item, please let us know if you are intersted in ? thanks WhatsApp/Line",2020-09-04 00:01:00,,,0,,0,,0,,https://pbs.twimg.com/media/EhDXiw1VoAA-zCS.jpg
telasfreigenedo,Almacenes Freigenedo,https://twitter.com/TelasFreigenedo/status/1301493599058698240,"""Tejido de #poliéster y #algodón #gris melagne con reverso en #pelito de color blanco. Punto de #sudadera con tacto muy suave y dócil. Tejido cálido y con caída perfecto para la creación de prendas invernales.
https",2020-09-03 05:13:00,,,0,,0,poliéster | algodón | gris | pelito | sudadera,5,,
designnewsea,NewSea Design,https://twitter.com/DesignNewsea/status/1300167162968117250,"""Pattern design idea⠀
⠀
#illustrationart #illustrationbest #pattern #patterndesign #patterndesigners #repeatpattern #illustration #surfacepattern #patternprint #patternobserver #patternbank #patterncurator #patternoftheday #patterndesigners #textil #p… https",2020-08-30 13:23:00,,,0,,0,illustrationart | illustrationbes | pattern | patterndesign | patterndesigner | repeatpattern | illustration | surfacepattern | patternprint | patternobserver | patternbank | patterncurator | patternoftheday | patterndesigner | textil | p,16,,https://pbs.twimg.com/media/EgsfJPyWsAMjg6h.jpg
microstocka,Photo Funding Nature,https://twitter.com/MicrostockA/status/1296063581264412673,"""Delicate flower   #Linum #Bienne #Textil #Industries #Plant #Nature #Beautiful #White #Spain #Color #Green https",2020-08-19 05:36:00,2,2,0,,0,Linum | Bienne | Textil | Industries | Plant | Nature | Beautiful | White | Spain | Color | Green,11,,
artneutre,Art Neutre ,https://twitter.com/artneutre/status/1273617593757315073,"""Khadi Frays | Sophie Rowley | Side Gallery | Barcelona @GallerySide

+ https",2020-06-18 07:04:00,2,2,0,GallerySide,1,,0,,
ataeccom,ATAEC,https://twitter.com/ataeccom/status/1270409460364738560,"""Ancestral Art. https",2020-06-09 10:36:00,,,0,,0,,0,,https://pbs.twimg.com/media/EaFmo4CXgAAf4pn.jpg
bubeundkoenig,bubeundkönig,https://twitter.com/bubeundkoenig/status/1283303007346712577,"""Go to @bubeundkoenig 

#Love #Nürnberg #Fürth #Textil #Moden #Fashionmafia #Fashion #Blog #Blogger #nbg https",2020-07-15 00:30:00,,,0,bubeundkoenig,1,Love | Nürnberg | Fürth | Textil | Moden | Fashionmafia | Fashion | Blog | Blogger | nbg,10,,
canala,Canal(á),https://twitter.com/canala/status/1301988910659252224,"""Esta #alfombra fundida en lo que luce como un #charco #amorfo de #colores difusos, es una creación del artista #textil #FAIGAHMED, en ella se vale de enredos, puntadas fallidas y distorsiones en sus telares, DUDAS #DOUBTS es una pieza de arte de #cuarentena desde Bakú Azerbaiyán… https",2020-09-04 14:02:00,4,,0,,0,alfombra | charco | amorfo | colores | textil | FAIGAHMED | DOUBTS | cuarentena,8,,
jpmaisonnave,Juan P. Maisonnave,https://twitter.com/jpmaisonnave/status/1302986200773521413,"""Hoy le pedimos responsabilidad y sentido común a la Comisión Especial de Reactivación Economica para que los comercios de #textil e #indumentaria de @munimardelplata puedan atender al cliente dentro del local cumpliendo los protocolos previstos para esta modalidad @gmontenegro_ok… https",2020-09-07 08:04:00,20,9,0,munimardelplata | gmontenegro_ok,2,textil | indumentaria,2,,https://pbs.twimg.com/media/EhUjCcGWAAECsbj.jpg
ujjayii,NuezMosscada,https://twitter.com/Ujjayii/status/1269070190052073475,"""Check out this Society6 post by NuezMosscada called ""Line"" #textil #designtextime #GraphicDesign #minimal #minimalart #sale #society6 #shop #santamonicaprotests  https",2020-06-05 17:54:00,1,,0,,0,textil | designtextime | GraphicDesign | minimal | minimalart | sale | society6 | shop | santamonicaprot,9,,
byedithmacias,Edith Macias,https://twitter.com/byedithmacias/status/1292536669879652352,"""Visual gathering #42

#estampados #textil #estampadotextil #textura #pattern #textiledesign #textiles #textileart #textiledesign #artesanal #artisanal #red #brushstrokes #brush #textures #diseño #diseñotextil… https",2020-08-09 12:02:00,,,0,,0,42 | estampados | textil | estampadotextil | textura | pattern | textiledesign | textiles | textileart | textiledesign | artesanal | artisanal | red | brushstrokes | brush | textures | diseño | diseñotextil,18,,https://pbs.twimg.com/media/EfADQEGXsAAthAZ.jpg
pattern_designr,patterndesigners.com,https://twitter.com/pattern_designr/status/1257685243458396161,"""repost @wowkristicreates #wowkristicreates - 🦋
#pattern #illustration #illustrator #patterndesigner #surfacepattern #surfacepatterns #surfacepatterndesign #surfacepatterncommunity #surfacedesign #surfacepatterndesign #textil #textiledesign #textilepattern #patternoftheday… https",2020-05-05 07:55:00,1,,0,wowkristicreate,1,wowkristicreate | pattern | illustration | illustrator | patterndesigner | surfacepattern | surfacepatterns | surfacepatternd | surfacepatternc | surfacedesign | surfacepatternd | textil | textiledesign | textilepattern | patternoftheday,15,,https://pbs.twimg.com/media/EXQyEFfXsAY3WX7.jpg
sanitized_ag,SANITIZED AG,https://twitter.com/Sanitized_AG/status/1301455051748237313,"""We are at Cinte Techtextil China at hope to see you there!
Looking for innovative antimicrobial and #antiviral additives for your products? 
Visit our booth E1 E02 and talk to our experts
➡️https",2020-09-03 02:40:00,,,0,,0,antiviral,1,,
thetanita,Tatjana Karpenja,https://twitter.com/TheTanita/status/1275478789997367296,"""Gammal #textil + #bärkasse = sant! #cirkulärekonomi #återanvändning… """,2020-06-23 10:20:00,,,0,,0,textil | bärkasse | cirkulärekonomi | återanvändning,4,,https://pbs.twimg.com/media/EbNpL8_XQAgw8ut.jpg
cifgalab,Laboratorio CIFGA,https://twitter.com/CIFGALab/status/1285922795499786240,"""Reference materials are a fundamental tool to give reliability to the work of testing and calibration laboratories since they are used to calibrate or, among other things.
👉 https",2020-07-22 06:01:00,8,5,0,,0,,0,,https://pbs.twimg.com/media/EceZjBSWsAEkLhQ.jpg
noyamarino,Bea_BioHeroes,https://twitter.com/NoyaMarino/status/1257578593024081922,"""#textil #fashionindustry #pollution #pollutionfree #ideally 
#Qs",2020-05-05 00:51:00,2,,0,,0,textil | fashionindustry | pollution | pollutionfree | ideally | Qs,6,,
caos,Jocelyn Muñoz Romero,https://twitter.com/caos/status/1303503230861824000,"""Tejo, luego existo. #tejer #tejido #textil #lanita #lana #santiagodechile #stgo #crochet #crochetinspiration gracias mora_tejidos que compartes tus vídeos para motivarnos! 🙌🏼 en Santiago, Chile https",2020-09-08 18:19:00,,,0,,0,tejer | tejido | textil | lanita | lana | santiagodechile | stgo | crochet | crochetinspirat,9,,
pat_ita_w,Patricia Wieland,https://twitter.com/pat_ita_w/status/1286526918993555456,"""Using #nuclear technologies to increase the discharge #water recycling rate at #textil industry. #IAEA #China #environmentalinnovation… https",2020-07-23 22:01:00,,,0,,0,nuclear | water | textil | IAEA | China | environmentalin,6,,
cc_montecarmelo,Centro Comercial Montecarmelo OFICIAL,https://twitter.com/CC_Montecarmelo/status/1302162424343269377,"""El #algodón egipcio es un tejido muy resistente, te durará muchísimo porque sus fibras tienen el doble de longitud que las del algodón tradicional 🙂 
👉 Doce colores en cuatro tamaños en Textura Cada baño de un color. Y las de los niños mezclando colores.

#madrid #montecarmelo… https",2020-09-05 01:31:00,,,0,,0,algodón | madrid | montecarmelo,3,,https://pbs.twimg.com/media/EhI10xyXkAARoJ9.jpg
liniuxm,LINIUX modelo,https://twitter.com/LiniuxM/status/1268438481367375873,"""Modelando #textil cdmx 2017… """,2020-06-04 00:04:00,1,,0,,0,textil,1,,https://pbs.twimg.com/media/EZpmEifWAAgpxBK.jpg
munagropecuario,Mundo  Agropecuario,https://twitter.com/Munagropecuario/status/1303456847064715267,"""El análisis revela la estabilidad del #genoma del #algodón a través de linajes globales 

Cuando llega el momento de la cosecha, los campos de algodón parecen palomitas de maíz que crecen literalmente en las plantas, con esponjosas cápsulas https",2020-09-08 15:15:00,2,1,0,,0,genoma | algodón,2,,
gensusarg,Gensus SA,https://twitter.com/GensusArg/status/1300511477531582466,"""Último día de condiciones de Pre-Campaña de #algodón 
Descargate las  fichas técnicas de todas las variedades
en",2020-08-31 12:11:00,1,1,0,,0,algodón,1,,
ciudadelfuturo,Ciudades del Futuro,https://twitter.com/ciudadelfuturo/status/1302547088899629056,"""🙄 Adivina, #adivinanza",2020-09-06 03:00:00,8,,0,,0,adivinanza,1,,https://pbs.twimg.com/media/Eg0-dquWoAM477G.jpg
merceriaelarco1,Mercería El Arcón Mágico,https://twitter.com/merceriaelarco1/status/1300862317576548352,"""#barbijos #reversible #algodon… """,2020-09-01 11:25:00,,,0,,0,barbijos | reversible | algodon,3,,https://pbs.twimg.com/media/Eg2XYeFWkAAnyEG.jpg
ulisesmerida,Ulises Mérida,https://twitter.com/UlisesMerida/status/1302860728966287360,"""Hoy presento una colección cápsula que pretende ser un homenaje a las cosas y personas a las que sólo hemos dado valor en los momentos más críticos.  #semanadelamoda #algodón… https",2020-09-06 23:46:00,8,,0,,0,semanadelamoda | algodón,2,,
ciberdescans,Ciberdescans,https://twitter.com/Ciberdescans/status/1303000720975818752,"""💜 #toallas RIBBON de #sorema
🔝 Una maravillosa confección con #algodon de máxima calidad ofreciendo una textura súper suave y agradable capaz de secarte en pocos segundos.
🚚 Envío en 24/48h
💰 descuento de 25%.
🔗 https",2020-09-07 09:02:00,1,,0,,0,toallas | sorema | algodon,3,,https://pbs.twimg.com/media/EhUwQC4XsAEP4tE.jpg
sanaagencia,Agencia siria SANA,https://twitter.com/SanaAgencia/status/1301967971099856898,"""#Hasakeh producirá este año 15 mil toneladas de #algodón

Detalles",2020-09-04 12:38:00,3,3,0,,0,Hasakeh | algodón,2,,https://pbs.twimg.com/media/EhGE9yJX0AUxwBP.jpg
cuadernoagrario,Cuaderno Agrario,https://twitter.com/CuadernoAgrario/status/1302883706995200000,"""+INFO 👉🏻@AndaluciaJunta y @AgriculturAnd

✅ La producción de #algodon andaluz rondará las 192.400 toneladas en la próxima campaña
✅ La Junta se compromete a ejecutar el proyecto de arrecife artificial de #RincondelaVictoria, #Malaga 

➡️https",2020-09-07 01:17:00,1,,0,AndaluciaJunta | AgriculturAnd,2,algodon | RincondelaVicto | Malaga,3,,https://pbs.twimg.com/media/EhTFWq0WAAACKAJ.jpg | https://pbs.twimg.com/media/EhTFXs3XsAA39vB.jpg
agriculturand,Consejería AgriPesca,https://twitter.com/AgriculturAnd/status/1302160265576841216,"""📊La producción de #algodón de #Andalucia rondará las 192.400 toneladas en la campaña 2⃣0⃣2⃣0⃣-2⃣0⃣2⃣1⃣

✅El aforo elaborado por @AndaluciaJunta recoge datos comarcales de un cultivo que ocupa más de 61.600 hectáreas 🗺️

👉🏻https",2020-09-05 01:22:00,6,6,0,AndaluciaJunta,1,algodón | Andalucia,2,,https://pbs.twimg.com/media/EhIzSVQWsAAX3oq.jpg
orgullososdjaen,Orgullosos de Jaén,https://twitter.com/OrgullososdJaen/status/1302865973779857408,"""🔝🔝 ¿Sabías que Jaén es un importante productor de algodón? 

Esta campaña se espera que la provincia produzca 12.358 toneladas de este producto https",2020-09-07 00:07:00,6,1,0,,0,,0,,
raif_noticias,RAIF_noticias,https://twitter.com/RAIF_noticias/status/1302880552459083777,"""Cápsulas abiertas en el 90% de las parcelas de #algodón de Cádiz. Se recomienda seguimiento del gusano rosado en las parcelas más tardías, con aún cápsulas receptivas.
#RAIF… https",2020-09-07 01:05:00,1,,0,,0,algodón | RAIF,2,,https://pbs.twimg.com/media/EhTC9T9WkAACgL9.jpg
gensusarg,Gensus SA,https://twitter.com/GensusArg/status/1302244839426269184,"""Tenés alguna duda o consulta sobre las nuevas variedades de INTA?🧐
Descargate las fichas técnicas de cada variedad y contáctate con nuestro equipo comercial y técnico.
👉 https",2020-09-05 06:58:00,4,1,0,,0,,0,,https://pbs.twimg.com/media/EhKAdrgX0AAkZ5D.jpg
infinito_styles,Infinito Styles ∞,https://twitter.com/Infinito_styles/status/1300817250237243392,"""Gracias a esta Súper Princesa por dejarnos Acompañarla en su hermosa Presentación Y GANOOO nosotros felices  💥🌠#tapabocas #celebraencasa #DiaDelaMadre 100% #algodón #VinilTextil y el mejor estampado #fullColor !!!… https",2020-09-01 08:26:00,,,0,,0,tapabocas | celebraencasa | DiaDelaMadre | algodón | VinilTextil | fullColor,6,,
farmaconfort,FARMAconfort,https://twitter.com/farmaconfort/status/1302964689819836417,"""Ese picor… ese horrible picor. 

Presente tanto de día como de noche. 

¿Has pensado alguna vez qué es lo que lo puede originar? 

La sangre no huele ni pica. Pero...
https",2020-09-07 06:39:00,2,1,0,,0,,0,,https://pbs.twimg.com/media/EhUPVhEXcAME8LN.jpg
kensmithramos,Kenneth Smith Ramos,https://twitter.com/KenSmithramos/status/1303075201760948224,"""Es esencial que el nuevo liderazgo en #SEMARNAT apruebe la #importación de #semilla de #algodón de EEUU como se venía haciendo en años anteriores. Es un insumo esencial para los productores de algodón de México y para la cadena textil-vestido #TMEC #USMCA  https",2020-09-07 13:58:00,11,,0,,0,SEMARNAT | importación | semilla | algodón | TMEC | USMCA,6,,
raif_noticias,RAIF_noticias,https://twitter.com/RAIF_noticias/status/1301826406998040577,"""Presentado el aforo de producción de #algodón en Andalucía 2020-2021 por @AgriculturAnd , en una campaña de buena nascencia, aunque con resiembra por lluvias en las parcelas tardías.
https",2020-09-04 03:16:00,,2,0,AgriculturAnd,1,algodón,1,,https://pbs.twimg.com/media/EhEEN7IXcAoQcnc.jpg
invertirencafe,Café Trading Advisors & Judith Ganes,https://twitter.com/InvertirEnCafe/status/1303429659808411648,"""¡Les informamos a nuestros suscriptores ya está disponible el Informe de los Tropicales [#Café, #Cacao, #Azúcar, #Algodón y #JugoDeNaranja] de #Septiembre'20, como parte de nuestro #AnálisisSemanal. Puedes tener una Prueba Gratis registrándote aquí",2020-09-08 13:27:00,3,1,0,,0,Café | Cacao | Azúcar | Algodón | JugoDeNaranja | Septiembre | AnálisisSemanal,7,,https://pbs.twimg.com/media/Eha2UhOXYAIv6jo.png
masmionline,Masmi Natural Cotton,https://twitter.com/masmionline/status/1303258423451103237,"""¿Alguna vez has sentido que te faltaba el aire y que no podías respirar? 

¿Sabías que esa sensación de asfixia puede alterar tu higiene íntima si no utilizas los productos adecuados?

https",2020-09-08 02:06:00,2,1,0,,0,,0,,https://pbs.twimg.com/media/EhYZ82MXgAAc-qt.jpg
360streetwear,360*STREETWEAR,https://twitter.com/360STREETWEAR/status/1301354894109147136,"""P0W3R T0 4LL TH3 4N1M4LS...!!!🐶🐶🐶❤️❤️❤️ by @cristina_abad 
.
.
.
#powertoallthepeople #360str33tw34r #tshirt #camiseta #instagram #algodon #cotton #surf #skate #snowboard #southofspain #streetwear #ropadecalle… https",2020-09-02 20:02:00,,,0,cristina_abad,1,powertoallthepe | 360str33tw34r | tshirt | camiseta | instagram | algodon | cotton | surf | skate | snowboard | southofspain | streetwear | ropadecalle,13,,
,,https://twitter.com/lleroms/status/1303248749297364992,"""T’actualitzo la versió Dante 😜",2020-09-08 01:28:00,1,1,0,,0,,0,,
alanfer16450521,Alan Ferreira,https://twitter.com/AlanFer16450521/status/1300623782332313600,"""A trilha sonora desse filme  do pantera é fooooooda !!!!
#Tela quente""",2020-08-31 19:37:00,2,,0,,0,Tela,1,,
zahyguajajara,Zahy Guajajara,https://twitter.com/zahyguajajara/status/1301878778470293504,"""Tela pintada com urucum, capim seco moído e tinha acrílica. 
#tela #art #arteindígena #pintura #tintasnaturais #Peixes #urucum… https",2020-09-04 06:44:00,2,,1,,0,tela | art | arteindígena | pintura | tintasnaturais | Peixes | urucum,7,,
lelaboratoiremx,lelaboratoire,https://twitter.com/lelaboratoiremx/status/1303390511164657664,"""#robertoturnbull #nube #negra 1
#tinta #acrilico #papel #tela 
140 x 110 cm, 2020… """,2020-09-08 10:51:00,,,0,,0,robertoturnbull | nube | negra | tinta | acrilico | papel | tela,7,,https://pbs.twimg.com/media/EhaSjDrVgAcZuyY.jpg
lulusinfiltro,Lulu Sin Filtro,https://twitter.com/lulusinfiltro/status/1300836685194948609,"""¿Quieres hacer una linea de ropa en Venezuela? Aquí te cuento mi experiencia como emprendedora venezolana y de paso hacemos un recorrido por el #Telar

https",2020-09-01 09:43:00,,1,0,,0,Telar,1,,
kyoimagen,Kyo Imagen Textil,https://twitter.com/KyoImagen/status/1303264907685777410,"""Haz tu pedido con nosotros de mascarillas de telas reutilizables y lavables a mas de 60º.  Pídenos presupuesto sin compromiso. Las personalizamos con tu logotipo. Pedido mínimo 10 unidades. Os dejamos unas fotos de algunas de nuestros clientes. ¡Os esperamos! #mascarillas #tela… https",2020-09-08 02:32:00,,,0,,0,mascarillas | tela,2,,https://pbs.twimg.com/media/EhYgf4KXsAA72pJ.jpg
tiendingtopic,Tiending Topic,https://twitter.com/tiendingtopic/status/1302887084202622982,"""Mascarilla de Tela Homologada Reutilizable Negra por 13.99 € Haz ♥ y te avisamos cuando baje. #mascarilla #tela
Añadir a carrito Amazon",2020-09-07 01:31:00,2,,0,,0,mascarilla | tela,2,,https://pbs.twimg.com/media/EhTI5jvWoAE87Y0.jpg
holybeatmurda,Holybeatmurda,https://twitter.com/holybeatmurda/status/1303476051532828672,"""#tela by @teraofficial__ ... #Commingsoon #Murda… """,2020-09-08 16:31:00,,,0,teraofficial__,1,tela | Commingsoon | Murda,3,,
marihperronio,marih perroni,https://twitter.com/marihperronio/status/1302798224193880068,"""Quadro “o pôr do sol “ | sessão pintura em tela.

#marihperroni #tela #quadro #pinturaemtela #paintersofinstagram #paintjob #painting🎨 #pinturaoleo #pinturacontemporanea #pinturaamão #pinturaacrílica… https",2020-09-06 19:37:00,,,0,,0,marihperroni | tela | quadro | pinturaemtela | paintersofinsta | paintjob | painting | pinturaoleo | pinturacontempo | pinturaamão | pinturaacrílica,11,,
martabll,Marta Bernardo,https://twitter.com/martabll/status/1301938745164410889,"""la prensa internacional se hace eco de la nefasta gestión del coronavirus de Ayuso y se pregunta si Madrid es la puerta de la segunda ola de COVID en España y Europa #TELA ! https",2020-09-04 10:42:00,11,14,0,,0,TELA,1,,
jouzette,jouzette,https://twitter.com/jouzette/status/1302357304923361280,"""La Consellera es vol explicar i la Rahola li diu",2020-09-05 14:25:00,8,4,0,,0,,0,,
veronicadelcarp,Verónica del Carpio,https://twitter.com/veronicadelcarp/status/1301186648890376193,"""A ver cómo lo digo.
Hay que quitarse de encima de una vez el Concordato. Para ocultar los privilegios jurídicos de la Iglesia católica se han admitido  otros matrimonios religiosos además del católico en vez de poner un único matrimonio civil. ¿Y Educación la misma linea? #Tela… https",2020-09-02 08:54:00,75,37,2,,0,Tela,1,,
veronicadelcarp,Verónica del Carpio,https://twitter.com/veronicadelcarp/status/1300700360395370496,"""La vicepresidenta del Gobierno, además profesora de D. Constitucional, NO sabe que la Ley de Presupuestos NO es ley orgánica y NO necesita mayoría absoluta. ¿En serio están negociando los presupuestos sin saber qué mayoría es precisa? #Tela

https",2020-09-01 00:41:00,230,128,17,,0,Tela,1,,
ajmembreno,AJ Coco's mom ,https://twitter.com/AJMembreno/status/1302323470303408133,"""Tela ❤️ LOVED diving here. #Tela #Honduras #Diving #scuba #reef #tourism https",2020-09-05 12:11:00,1,1,0,,0,Tela | Honduras | Diving | scuba | reef | tourism,6,,
albanodante76,Albano-Dante Fachín,https://twitter.com/AlbanoDante76/status/1303028107696201729,"""La ""taula de diàleg"" amb presó al fons.
Oli sobre #tela.… """,2020-09-07 10:51:00,"1,313",516,27,,0,tela,1,,
maryhigley1,"Yours, Occasionally",https://twitter.com/maryhigley1/status/1301362443994750977,"""NEW to my #etsy shop",2020-09-02 20:32:00,,1,0,,0,etsy,1,,https://pbs.twimg.com/media/Eg9ePiAX0AAdkE8.jpg
blockchainnewsm,Blockchain.News,https://twitter.com/BlockchainNewsM/status/1301011642256293889,"""@elonmusk confirmed that Tesla was recently targeted in a ransomware attack set to extort $1 million in Bitcoin from the car manufacturing giant.
 
#bitcoin #ransomware #tela #billionaire #extortion #BTC #FBI #Winklevoss

https",2020-09-01 21:18:00,2,2,0,elonmusk,1,bitcoin | ransomware | tela | billionaire | extortion | BTC | FBI | Winklevoss,8,,
telasfreigenedo,Almacenes Freigenedo,https://twitter.com/TelasFreigenedo/status/1300783758036152320,"""Tejido de #poliéster con propiedades #hidrofugas y #antebacterianas. #Microfibra ligera con cierto cuerpo, con una cara suave donde lleva el tratado y otra más áspera, perfecta para la creación de productos #sanitarios. 
https",2020-09-01 06:13:00,1,,0,,0,poliéster | hidrofugas | antebacterianas | Microfibra | sanitarios,5,,
murtra_leon,Murtraleón,https://twitter.com/murtra_leon/status/1300494761296629760,"""Nuevo Lanzamiento⭐️

Murtraleón se complace en presentar los nuevos colores neón para cintas poliéster teñida.

Para más información favor de contactar a su ejecutivo de ventas o mandar su mensaje directo a la página.

#Webbing #Cinta #Colores #Color #Poliéster #Polyester… https",2020-08-31 11:04:00,,,1,,0,Webbing | Cinta | Colores | Color | Poliéster | Polyester,6,,https://pbs.twimg.com/media/EgxIpVQX0AQ7nWX.jpg
mariorgaleas,Mario R. Galéas,https://twitter.com/MarioRGaleas/status/1301529011047346182,"""Come and see what #GOD has done; how awesome his works.

📍🌏 #Tornabe, #Tela, #Honduras 🌴🌞😃🏊🏄… """,2020-09-03 07:34:00,7,3,0,,0,GOD | Tornabe | Tela | Honduras,4,,https://pbs.twimg.com/media/Eg_1vOYXcAE5enw.jpg
,,https://twitter.com/murtra_leon/status/1300494764828241923,"""New Release⭐️

Murtraleon is pleased to present the new neon colors for dyed polyester webbing.

For more information please contact your sales executive or send a direct message to the page.

#Webbing #Cinta #Colores #Color #Poliéster #Polyester… https",2020-08-31 11:04:00,,,0,,0,Webbing | Cinta | Colores | Color | Poliéster | Polyester,6,,https://pbs.twimg.com/media/EgxIqfsWoAAzVrh.jpg
click_printing,ClickPrinting,https://twitter.com/Click_printing/status/1300742791081885697,"""Descubre la nueva web de ClickPrinting 🔝🔝🔝

👉 Más fácil
👉Más rápida
y adaptada a todas tus necesidades...

https",2020-09-01 03:30:00,1,,0,,0,,0,,https://pbs.twimg.com/media/Eg0qrO5WoAIlvzj.jpg
hilaturasarnau,Hilaturas Arnau Barcelona,https://twitter.com/hilaturasarnau/status/1303286286782992384,"""#Working⚙️
Trabajando en nuevo pedido de #hilos de #poliéster 100% #reciclado destinado a la #industria #agroalimentaria♻️

#TextileIndustry #Yarns #Cords #Ropes #Polyester #PES #Recycled #Agrifood #Industry #Recycling #CircularEconomy #ZeroWaste #TechnicalYarns #GRSCertification… https",2020-09-08 03:57:00,3,,0,,0,Working | hilos | poliéster | reciclado | industria | agroalimentaria | TextileIndustry | Yarns | Cords | Ropes | Polyester | PES | Recycled | Agrifood | Industry | Recycling | CircularEconomy | ZeroWaste | TechnicalYarns | GRSCertificatio,20,,https://pbs.twimg.com/media/EhYz4exXYAApgyA.jpg
click_printing,ClickPrinting,https://twitter.com/Click_printing/status/1301833675932344321,"""ETIQUETAS ADHESIVAS PARA TARROS Y BOTES DE CRISTAL.

https",2020-09-04 03:45:00,1,,0,,0,,0,,https://pbs.twimg.com/media/EhEK1COWAAIQIiz.jpg
fer___gonzalez,Fer González,https://twitter.com/Fer___Gonzalez/status/1302609130457358336,"""Quiero compartir lo último que he añadido a mi tienda de #etsy",2020-09-06 07:06:00,,,0,,0,etsy,1,,https://pbs.twimg.com/media/EhPMGdfXgAEvB-y.jpg
clusteraeice,AEICE,https://twitter.com/ClusterAeice/status/1302880352990621696,"""🛩️ Volar es un sueño cumplido gracias a los aviones ✈️ y al #Poliéster Reforzado con #FibradeVidrio #PRFV que hace sus piezas muy resistentes al ataque químico, duras y flexibles a la vez 🛸 Te lo contamos todo en el #Taller4LifeRefibre ¡Aún puedes apuntarte!
#EconomiaCircular… https",2020-09-07 01:04:00,4,1,1,,0,Poliéster | FibradeVidrio | PRFV | Taller4LifeRefi | EconomiaCircula,5,,https://pbs.twimg.com/media/EhTB9S0XYAAvjJW.jpg
click_printing,ClickPrinting,https://twitter.com/Click_printing/status/1300791803080212483,"""Te presentamos la nueva web de ClickPrinting.

Nueva interfaz, más intuitiva, más eficiente, más accesible.

Descúbrenos en

https",2020-09-01 06:45:00,,,0,,0,,0,,
crh_servicios,Rocío Reina,https://twitter.com/CRH_Servicios/status/1302913014790852608,"""Pulseras de tela de tacto suave, con sistema de cierre ajustable, o inviolable. Personalización a todo color a 1 ó 2 caras. #Pulseras #Eventos #Tela #Poliéster #Conciertos #ControlDeAcceso #Hermandades #Fiestas #Merchandising #ReclamoPublicitario #Lankamp #YouTuber #CRH_Servicios… https",2020-09-07 03:14:00,2,,0,,0,Pulseras | Eventos | Tela | Poliéster | Conciertos | ControlDeAcceso | Hermandades | Fiestas | Merchandising | ReclamoPublicit | Lankamp | YouTuber | CRH_Servicios,13,,https://pbs.twimg.com/media/EhTgcmZWkAAfuUn.jpg
